"train/global_step","grpo_vastai_20260220_001219 - train/reward","grpo_vastai_20260220_001219 - train/reward__MIN","grpo_vastai_20260220_001219 - train/reward__MAX","grpo_vastai_20260220_001219 - _step","grpo_vastai_20260220_001219 - _step__MIN","grpo_vastai_20260220_001219 - _step__MAX"
"659","0.3239087462425232","0.3239087462425232","0.3239087462425232","7906","7906","7906"
"660","0.24455669522285461","0.24455669522285461","0.24455669522285461","7918","7918","7918"
"661","0.06003110855817795","0.06003110855817795","0.06003110855817795","7930","7930","7930"
"662","0.013930217362940311","0.013930217362940311","0.013930217362940311","7942","7942","7942"
"663","0.1931666135787964","0.1931666135787964","0.1931666135787964","7954","7954","7954"
"664","0.19376803934574127","0.19376803934574127","0.19376803934574127","7966","7966","7966"
"665","-0.2778341472148895","-0.2778341472148895","-0.2778341472148895","7978","7978","7978"
"666","-0.1418030858039856","-0.1418030858039856","-0.1418030858039856","7990","7990","7990"
"667","0.10005667805671692","0.10005667805671692","0.10005667805671692","8002","8002","8002"
"668","-0.1186756044626236","-0.1186756044626236","-0.1186756044626236","8014","8014","8014"
"669","2.1286630630493164","2.1286630630493164","2.1286630630493164","8026","8026","8026"
"670","0.38638392090797424","0.38638392090797424","0.38638392090797424","8038","8038","8038"
"671","-0.07423566281795502","-0.07423566281795502","-0.07423566281795502","8050","8050","8050"
"672","0.1566220372915268","0.1566220372915268","0.1566220372915268","8062","8062","8062"
"673","0.1344866156578064","0.1344866156578064","0.1344866156578064","8074","8074","8074"
"674","0.1731150895357132","0.1731150895357132","0.1731150895357132","8086","8086","8086"
"675","0.07123277336359024","0.07123277336359024","0.07123277336359024","8098","8098","8098"
"676","0.08559177815914154","0.08559177815914154","0.08559177815914154","8110","8110","8110"
"677","0.25703123211860657","0.25703123211860657","0.25703123211860657","8122","8122","8122"
"678","1.718377947807312","1.718377947807312","1.718377947807312","8134","8134","8134"
"679","2.3446478843688965","2.3446478843688965","2.3446478843688965","8146","8146","8146"
"680","0.04854346439242363","0.04854346439242363","0.04854346439242363","8158","8158","8158"
"681","0.03899483382701874","0.03899483382701874","0.03899483382701874","8170","8170","8170"
"682","0.017588460817933083","0.017588460817933083","0.017588460817933083","8182","8182","8182"
"683","2.38144850730896","2.38144850730896","2.38144850730896","8194","8194","8194"
"684","0.17487186193466187","0.17487186193466187","0.17487186193466187","8206","8206","8206"
"685","-0.07184194028377533","-0.07184194028377533","-0.07184194028377533","8218","8218","8218"
"686","-0.1093129962682724","-0.1093129962682724","-0.1093129962682724","8230","8230","8230"
"687","0.03554516285657883","0.03554516285657883","0.03554516285657883","8242","8242","8242"
"688","0.0480530671775341","0.0480530671775341","0.0480530671775341","8254","8254","8254"
"689","0.180927574634552","0.180927574634552","0.180927574634552","8266","8266","8266"
"690","0.13148973882198334","0.13148973882198334","0.13148973882198334","8278","8278","8278"
"691","-0.05514220520853996","-0.05514220520853996","-0.05514220520853996","8290","8290","8290"
"692","2.382068395614624","2.382068395614624","2.382068395614624","8302","8302","8302"
"693","0.4572848975658417","0.4572848975658417","0.4572848975658417","8314","8314","8314"
"694","0.03050592914223671","0.03050592914223671","0.03050592914223671","8326","8326","8326"
"695","0.03137103468179703","0.03137103468179703","0.03137103468179703","8338","8338","8338"
"696","1.3951306343078613","1.3951306343078613","1.3951306343078613","8350","8350","8350"
"697","0.208271324634552","0.208271324634552","0.208271324634552","8362","8362","8362"
"698","0.11535654962062836","0.11535654962062836","0.11535654962062836","8374","8374","8374"
"699","0.08597291260957718","0.08597291260957718","0.08597291260957718","8386","8386","8386"
"700","-0.079055055975914","-0.079055055975914","-0.079055055975914","8398","8398","8398"
"701","0.11944150924682617","0.11944150924682617","0.11944150924682617","8410","8410","8410"
"702","0.630956768989563","0.630956768989563","0.630956768989563","8422","8422","8422"
"703","0.05410126969218254","0.05410126969218254","0.05410126969218254","8434","8434","8434"
"704","0.27508223056793213","0.27508223056793213","0.27508223056793213","8446","8446","8446"
"705","-0.21049107611179352","-0.21049107611179352","-0.21049107611179352","8458","8458","8458"
"706","-0.025876328349113464","-0.025876328349113464","-0.025876328349113464","8470","8470","8470"
"707","-0.0667782723903656","-0.0667782723903656","-0.0667782723903656","8482","8482","8482"
"708","2.436755895614624","2.436755895614624","2.436755895614624","8494","8494","8494"
"709","0.36896494030952454","0.36896494030952454","0.36896494030952454","8506","8506","8506"
"710","-0.05095204710960388","-0.05095204710960388","-0.05095204710960388","8518","8518","8518"
"711","-0.09948354959487915","-0.09948354959487915","-0.09948354959487915","8530","8530","8530"
"712","0.20453676581382751","0.20453676581382751","0.20453676581382751","8542","8542","8542"
"713","2.311011791229248","2.311011791229248","2.311011791229248","8554","8554","8554"
"714","-0.0035076625645160675","-0.0035076625645160675","-0.0035076625645160675","8566","8566","8566"
"715","0.13711735606193542","0.13711735606193542","0.13711735606193542","8578","8578","8578"
"716","0.0005827471613883972","0.0005827471613883972","0.0005827471613883972","8590","8590","8590"
"717","0.08710670471191406","0.08710670471191406","0.08710670471191406","8602","8602","8602"
"718","-0.1860119104385376","-0.1860119104385376","-0.1860119104385376","8614","8614","8614"
"719","0.2152327001094818","0.2152327001094818","0.2152327001094818","8626","8626","8626"
"720","-0.0544394850730896","-0.0544394850730896","-0.0544394850730896","8638","8638","8638"
"721","0.1745956540107727","0.1745956540107727","0.1745956540107727","8650","8650","8650"
"722","0.25723379850387573","0.25723379850387573","0.25723379850387573","8662","8662","8662"
"723","-0.12867890298366547","-0.12867890298366547","-0.12867890298366547","8674","8674","8674"
"724","-0.0020195655524730682","-0.0020195655524730682","-0.0020195655524730682","8686","8686","8686"
"725","-0.0210813507437706","-0.0210813507437706","-0.0210813507437706","8698","8698","8698"
"726","2.684616804122925","2.684616804122925","2.684616804122925","8710","8710","8710"
"727","0.133432537317276","0.133432537317276","0.133432537317276","8722","8722","8722"
"728","-0.27538031339645386","-0.27538031339645386","-0.27538031339645386","8734","8734","8734"
"729","0.0797060877084732","0.0797060877084732","0.0797060877084732","8746","8746","8746"
"730","0.05905473977327347","0.05905473977327347","0.05905473977327347","8758","8758","8758"
"731","0.037017956376075745","0.037017956376075745","0.037017956376075745","8770","8770","8770"
"732","0.3752705752849579","0.3752705752849579","0.3752705752849579","8782","8782","8782"
"733","-0.007068455219268799","-0.007068455219268799","-0.007068455219268799","8794","8794","8794"
"734","0.3469632863998413","0.3469632863998413","0.3469632863998413","8806","8806","8806"
"735","0.2937183976173401","0.2937183976173401","0.2937183976173401","8818","8818","8818"
"736","1.872130036354065","1.872130036354065","1.872130036354065","8830","8830","8830"
"737","-0.1495535522699356","-0.1495535522699356","-0.1495535522699356","8842","8842","8842"
"738","0.1174355074763298","0.1174355074763298","0.1174355074763298","8854","8854","8854"
"739","0.18423444032669067","0.18423444032669067","0.18423444032669067","8866","8866","8866"
"740","-0.1283482164144516","-0.1283482164144516","-0.1283482164144516","8878","8878","8878"
"741","0.013795893639326096","0.013795893639326096","0.013795893639326096","8890","8890","8890"
"742","0.2860863208770752","0.2860863208770752","0.2860863208770752","8902","8902","8902"
"743","0.13413149118423462","0.13413149118423462","0.13413149118423462","8914","8914","8914"
"744","0.0593997985124588","0.0593997985124588","0.0593997985124588","8926","8926","8926"
"745","2.311915397644043","2.311915397644043","2.311915397644043","8938","8938","8938"
"746","0.10856528580188751","0.10856528580188751","0.10856528580188751","8950","8950","8950"
"747","0.2648012340068817","0.2648012340068817","0.2648012340068817","8962","8962","8962"
"748","0.08600996434688568","0.08600996434688568","0.08600996434688568","8974","8974","8974"
"749","0.0974702462553978","0.0974702462553978","0.0974702462553978","8986","8986","8986"
"750","-0.005558490753173828","-0.005558490753173828","-0.005558490753173828","8998","8998","8998"
"751","0.084077388048172","0.084077388048172","0.084077388048172","9010","9010","9010"
"752","0.32648372650146484","0.32648372650146484","0.32648372650146484","9022","9022","9022"
"753","0.13975177705287933","0.13975177705287933","0.13975177705287933","9034","9034","9034"
"754","-0.44688546657562256","-0.44688546657562256","-0.44688546657562256","9046","9046","9046"
"755","0.27749431133270264","0.27749431133270264","0.27749431133270264","9058","9058","9058"
"756","0.18580305576324463","0.18580305576324463","0.18580305576324463","9070","9070","9070"
"757","0.09394164383411407","0.09394164383411407","0.09394164383411407","9082","9082","9082"
"758","2.163938522338867","2.163938522338867","2.163938522338867","9094","9094","9094"
"759","2.501753807067871","2.501753807067871","2.501753807067871","9106","9106","9106"
"760","0.15505419671535492","0.15505419671535492","0.15505419671535492","9118","9118","9118"
"761","0.0493551604449749","0.0493551604449749","0.0493551604449749","9130","9130","9130"
"762","-0.01785716414451599","-0.01785716414451599","-0.01785716414451599","9142","9142","9142"
"763","2.6185693740844727","2.6185693740844727","2.6185693740844727","9154","9154","9154"
"764","2.1588542461395264","2.1588542461395264","2.1588542461395264","9166","9166","9166"
"765","0.07273541390895844","0.07273541390895844","0.07273541390895844","9178","9178","9178"
"766","-0.13334396481513977","-0.13334396481513977","-0.13334396481513977","9190","9190","9190"
"767","0.2990303635597229","0.2990303635597229","0.2990303635597229","9202","9202","9202"
"768","2.2359871864318848","2.2359871864318848","2.2359871864318848","9214","9214","9214"
"769","-0.070808544754982","-0.070808544754982","-0.070808544754982","9226","9226","9226"
"770","4.1484375","4.1484375","4.1484375","9238","9238","9238"
"771","0.014542745426297188","0.014542745426297188","0.014542745426297188","9250","9250","9250"
"772","0.13012567162513733","0.13012567162513733","0.13012567162513733","9262","9262","9262"
"773","-0.12584421038627625","-0.12584421038627625","-0.12584421038627625","9274","9274","9274"
"774","0.20252977311611176","0.20252977311611176","0.20252977311611176","9286","9286","9286"
"775","-0.11333198100328445","-0.11333198100328445","-0.11333198100328445","9298","9298","9298"
"776","-0.40492406487464905","-0.40492406487464905","-0.40492406487464905","9310","9310","9310"
"777","0.1932043582201004","0.1932043582201004","0.1932043582201004","9322","9322","9322"
"778","-0.2149057537317276","-0.2149057537317276","-0.2149057537317276","9334","9334","9334"
"779","-0.1910342127084732","-0.1910342127084732","-0.1910342127084732","9346","9346","9346"
"780","-0.06747159361839294","-0.06747159361839294","-0.06747159361839294","9358","9358","9358"
"781","0.21294069290161133","0.21294069290161133","0.21294069290161133","9370","9370","9370"
"782","0.137152761220932","0.137152761220932","0.137152761220932","9382","9382","9382"
"783","0.05749456584453583","0.05749456584453583","0.05749456584453583","9394","9394","9394"
"784","0.12210965156555176","0.12210965156555176","0.12210965156555176","9406","9406","9406"
"785","0.07126911729574203","0.07126911729574203","0.07126911729574203","9418","9418","9418"
"786","0.20097552239894867","0.20097552239894867","0.20097552239894867","9430","9430","9430"
"787","0.20514686405658722","0.20514686405658722","0.20514686405658722","9442","9442","9442"
"788","1.95771324634552","1.95771324634552","1.95771324634552","9454","9454","9454"
"789","-0.052579376846551895","-0.052579376846551895","-0.052579376846551895","9466","9466","9466"
"790","-0.16823744773864746","-0.16823744773864746","-0.16823744773864746","9478","9478","9478"
"791","-0.07827720046043396","-0.07827720046043396","-0.07827720046043396","9490","9490","9490"
"792","-0.3561108112335205","-0.3561108112335205","-0.3561108112335205","9502","9502","9502"
"793","2.1193909645080566","2.1193909645080566","2.1193909645080566","9514","9514","9514"
"794","0.0364583358168602","0.0364583358168602","0.0364583358168602","9526","9526","9526"
"795","0.0982142835855484","0.0982142835855484","0.0982142835855484","9538","9538","9538"
"796","0.3157418966293335","0.3157418966293335","0.3157418966293335","9550","9550","9550"
"797","0.09618882089853287","0.09618882089853287","0.09618882089853287","9562","9562","9562"
"798","0.1787610948085785","0.1787610948085785","0.1787610948085785","9574","9574","9574"
"799","0.0373883880674839","0.0373883880674839","0.0373883880674839","9586","9586","9586"
"800","0.07703585922718048","0.07703585922718048","0.07703585922718048","9598","9598","9598"
"801","-0.1255749613046646","-0.1255749613046646","-0.1255749613046646","9610","9610","9610"
"802","0.16086524724960327","0.16086524724960327","0.16086524724960327","9622","9622","9622"
"803","-0.15095901489257812","-0.15095901489257812","-0.15095901489257812","9634","9634","9634"
"804","0.2548362910747528","0.2548362910747528","0.2548362910747528","9646","9646","9646"
"805","-0.096395343542099","-0.096395343542099","-0.096395343542099","9658","9658","9658"
"806","-0.1851808875799179","-0.1851808875799179","-0.1851808875799179","9670","9670","9670"
"807","0.01293497160077095","0.01293497160077095","0.01293497160077095","9682","9682","9682"
"808","2.7815563678741455","2.7815563678741455","2.7815563678741455","9694","9694","9694"
"809","0.040550597012043","0.040550597012043","0.040550597012043","9706","9706","9706"
"810","0.3681795597076416","0.3681795597076416","0.3681795597076416","9718","9718","9718"
"811","-0.0455109141767025","-0.0455109141767025","-0.0455109141767025","9730","9730","9730"
"812","2.186755895614624","2.186755895614624","2.186755895614624","9742","9742","9742"
"813","-0.11356872320175171","-0.11356872320175171","-0.11356872320175171","9754","9754","9754"
"814","-0.03257276490330696","-0.03257276490330696","-0.03257276490330696","9766","9766","9766"
"815","0.26058200001716614","0.26058200001716614","0.26058200001716614","9778","9778","9778"
"816","0.11151646822690964","0.11151646822690964","0.11151646822690964","9790","9790","9790"
"817","0.1939483880996704","0.1939483880996704","0.1939483880996704","9802","9802","9802"
"818","0.017583027482032776","0.017583027482032776","0.017583027482032776","9814","9814","9814"
"819","0.12086857855319977","0.12086857855319977","0.12086857855319977","9826","9826","9826"
"820","1.9581642150878906","1.9581642150878906","1.9581642150878906","9838","9838","9838"
"821","2.610914468765259","2.610914468765259","2.610914468765259","9850","9850","9850"
"822","0.0742187574505806","0.0742187574505806","0.0742187574505806","9862","9862","9862"
"823","-0.10332117229700089","-0.10332117229700089","-0.10332117229700089","9874","9874","9874"
"824","0.28446292877197266","0.28446292877197266","0.28446292877197266","9886","9886","9886"
"825","0.204241082072258","0.204241082072258","0.204241082072258","9898","9898","9898"
"826","-0.09661988914012909","-0.09661988914012909","-0.09661988914012909","9910","9910","9910"
"827","0.13063758611679077","0.13063758611679077","0.13063758611679077","9922","9922","9922"
"828","0.19924531877040863","0.19924531877040863","0.19924531877040863","9934","9934","9934"
"829","0.049751028418540955","0.049751028418540955","0.049751028418540955","9946","9946","9946"
"830","0.2836654782295227","0.2836654782295227","0.2836654782295227","9958","9958","9958"
"831","0.11900550127029419","0.11900550127029419","0.11900550127029419","9970","9970","9970"
"832","-0.05548878759145737","-0.05548878759145737","-0.05548878759145737","9982","9982","9982"
"833","-0.1416170597076416","-0.1416170597076416","-0.1416170597076416","9994","9994","9994"
"834","0.22948595881462097","0.22948595881462097","0.22948595881462097","10006","10006","10006"
"835","0.2435515820980072","0.2435515820980072","0.2435515820980072","10018","10018","10018"
"836","2.5407986640930176","2.5407986640930176","2.5407986640930176","10030","10030","10030"
"837","0.1835317462682724","0.1835317462682724","0.1835317462682724","10042","10042","10042"
"838","-0.2064732164144516","-0.2064732164144516","-0.2064732164144516","10054","10054","10054"
"839","0.03718329966068268","0.03718329966068268","0.03718329966068268","10066","10066","10066"
"840","-0.0465029776096344","-0.0465029776096344","-0.0465029776096344","10078","10078","10078"
"841","0.27200454473495483","0.27200454473495483","0.27200454473495483","10090","10090","10090"
"842","-0.3315972089767456","-0.3315972089767456","-0.3315972089767456","10102","10102","10102"
"843","-0.08075171709060669","-0.08075171709060669","-0.08075171709060669","10114","10114","10114"
"844","2.443133592605591","2.443133592605591","2.443133592605591","10126","10126","10126"
"845","0.06779418885707855","0.06779418885707855","0.06779418885707855","10138","10138","10138"
"846","2.666037082672119","2.666037082672119","2.666037082672119","10150","10150","10150"
"847","0.0375743992626667","0.0375743992626667","0.0375743992626667","10162","10162","10162"
"848","0.0714285597205162","0.0714285597205162","0.0714285597205162","10174","10174","10174"
"849","1.8901703357696533","1.8901703357696533","1.8901703357696533","10186","10186","10186"
"850","-0.026661701500415802","-0.026661701500415802","-0.026661701500415802","10198","10198","10198"
"851","0.11408086866140366","0.11408086866140366","0.11408086866140366","10210","10210","10210"
"852","-0.07437093555927277","-0.07437093555927277","-0.07437093555927277","10222","10222","10222"
"853","1.9895833730697632","1.9895833730697632","1.9895833730697632","10234","10234","10234"
"854","0.11015446484088898","0.11015446484088898","0.11015446484088898","10246","10246","10246"
"855","-0.2548363208770752","-0.2548363208770752","-0.2548363208770752","10258","10258","10258"
"856","-0.16545891761779785","-0.16545891761779785","-0.16545891761779785","10270","10270","10270"
"857","-0.08697089552879333","-0.08697089552879333","-0.08697089552879333","10282","10282","10282"
"858","-0.01528160274028778","-0.01528160274028778","-0.01528160274028778","10294","10294","10294"
"859","-0.17735323309898376","-0.17735323309898376","-0.17735323309898376","10306","10306","10306"
"860","0.009030044078826904","0.009030044078826904","0.009030044078826904","10318","10318","10318"
"861","0.16819392144680023","0.16819392144680023","0.16819392144680023","10330","10330","10330"
"862","0.24467211961746216","0.24467211961746216","0.24467211961746216","10342","10342","10342"
"863","0.11040520668029785","0.11040520668029785","0.11040520668029785","10354","10354","10354"
"864","0.23003818094730377","0.23003818094730377","0.23003818094730377","10366","10366","10366"
"865","-0.058655738830566406","-0.058655738830566406","-0.058655738830566406","10378","10378","10378"
"866","-0.17848286032676697","-0.17848286032676697","-0.17848286032676697","10390","10390","10390"
"867","0.18893495202064514","0.18893495202064514","0.18893495202064514","10402","10402","10402"
"868","0.18672730028629303","0.18672730028629303","0.18672730028629303","10414","10414","10414"
"869","2.4688429832458496","2.4688429832458496","2.4688429832458496","10426","10426","10426"
"870","0.019675925374031067","0.019675925374031067","0.019675925374031067","10438","10438","10438"
"871","0.0003801025450229645","0.0003801025450229645","0.0003801025450229645","10450","10450","10450"
"872","0.2574405074119568","0.2574405074119568","0.2574405074119568","10462","10462","10462"
"873","0.1168154627084732","0.1168154627084732","0.1168154627084732","10474","10474","10474"
"874","2.0824031829833984","2.0824031829833984","2.0824031829833984","10486","10486","10486"
"875","-0.2939063310623169","-0.2939063310623169","-0.2939063310623169","10498","10498","10498"
"876","-0.2750782370567322","-0.2750782370567322","-0.2750782370567322","10510","10510","10510"
"877","2.4903273582458496","2.4903273582458496","2.4903273582458496","10522","10522","10522"
"878","0.04221583902835846","0.04221583902835846","0.04221583902835846","10534","10534","10534"
"879","0.05613424628973007","0.05613424628973007","0.05613424628973007","10546","10546","10546"
"880","0.27593037486076355","0.27593037486076355","0.27593037486076355","10558","10558","10558"
"881","0.1776270568370819","0.1776270568370819","0.1776270568370819","10570","10570","10570"
"882","-0.03519250452518463","-0.03519250452518463","-0.03519250452518463","10582","10582","10582"
"883","-0.10966118425130844","-0.10966118425130844","-0.10966118425130844","10594","10594","10594"
"884","-0.3453620970249176","-0.3453620970249176","-0.3453620970249176","10606","10606","10606"
"885","0.05875721573829651","0.05875721573829651","0.05875721573829651","10618","10618","10618"
"886","-0.019238963723182678","-0.019238963723182678","-0.019238963723182678","10630","10630","10630"
"887","0.10973863303661346","0.10973863303661346","0.10973863303661346","10642","10642","10642"
"888","0.21561436355113983","0.21561436355113983","0.21561436355113983","10654","10654","10654"
"889","0.08753051608800888","0.08753051608800888","0.08753051608800888","10666","10666","10666"
"890","0.280502051115036","0.280502051115036","0.280502051115036","10678","10678","10678"
"891","-0.26833251118659973","-0.26833251118659973","-0.26833251118659973","10690","10690","10690"
"892","-0.016183026134967804","-0.016183026134967804","-0.016183026134967804","10702","10702","10702"
"893","0.08405672013759613","0.08405672013759613","0.08405672013759613","10714","10714","10714"
"894","-0.23011739552021027","-0.23011739552021027","-0.23011739552021027","10726","10726","10726"
"895","0.0014880858361721039","0.0014880858361721039","0.0014880858361721039","10738","10738","10738"
"896","-0.14066238701343536","-0.14066238701343536","-0.14066238701343536","10750","10750","10750"
"897","0.20542477071285248","0.20542477071285248","0.20542477071285248","10762","10762","10762"
"898","0.41749340295791626","0.41749340295791626","0.41749340295791626","10774","10774","10774"
"899","-0.005462765693664551","-0.005462765693664551","-0.005462765693664551","10786","10786","10786"
"900","-0.07982289046049118","-0.07982289046049118","-0.07982289046049118","10798","10798","10798"
