"train/global_step","hearty-leaf-10 - train/step_time","hearty-leaf-10 - train/step_time__MIN","hearty-leaf-10 - train/step_time__MAX","hearty-leaf-10 - _step","hearty-leaf-10 - _step__MIN","hearty-leaf-10 - _step__MAX"
"165","10.424791624400132","10.424791624400132","10.424791624400132","1714","1714","1714"
"170","10.24898895280021","10.24898895280021","10.24898895280021","1766","1766","1766"
"175","10.280963785200038","10.280963785200038","10.280963785200038","1818","1818","1818"
"180","10.665739282200047","10.665739282200047","10.665739282200047","1870","1870","1870"
"185","10.852037648599254","10.852037648599254","10.852037648599254","1922","1922","1922"
"190","10.401217198200357","10.401217198200357","10.401217198200357","1974","1974","1974"
"195","10.139012084999923","10.139012084999923","10.139012084999923","2026","2026","2026"
"200","11.977439892199982","11.977439892199982","11.977439892199982","2078","2078","2078"
"205","10.972760724399814","10.972760724399814","10.972760724399814","2130","2130","2130"
"210","9.743975295199926","9.743975295199926","9.743975295199926","2182","2182","2182"
"215","9.592164722200142","9.592164722200142","9.592164722200142","2234","2234","2234"
"220","9.583095054199656","9.583095054199656","9.583095054199656","2286","2286","2286"
"225","9.969762644400907","9.969762644400907","9.969762644400907","2338","2338","2338"
"230","10.649183408799946","10.649183408799946","10.649183408799946","2390","2390","2390"
"235","9.146965956199711","9.146965956199711","9.146965956199711","2442","2442","2442"
"240","9.797936673599542","9.797936673599542","9.797936673599542","2494","2494","2494"
"245","9.2722975769997","9.2722975769997","9.2722975769997","2546","2546","2546"
"250","10.752426260200446","10.752426260200446","10.752426260200446","2598","2598","2598"
"255","16.057439258400336","16.057439258400336","16.057439258400336","2650","2650","2650"
"260","10.640017120400444","10.640017120400444","10.640017120400444","2702","2702","2702"
"265","9.520483491000414","9.520483491000414","9.520483491000414","2754","2754","2754"
"270","10.64755304540049","10.64755304540049","10.64755304540049","2806","2806","2806"
"275","11.004276735600797","11.004276735600797","11.004276735600797","2858","2858","2858"
"280","10.390454334399328","10.390454334399328","10.390454334399328","2910","2910","2910"
"285","9.792251479200058","9.792251479200058","9.792251479200058","2962","2962","2962"
"290","10.523607034199813","10.523607034199813","10.523607034199813","3014","3014","3014"
"295","10.16235422039972","10.16235422039972","10.16235422039972","3066","3066","3066"
"300","10.160516848200132","10.160516848200132","10.160516848200132","3118","3118","3118"
"305","10.44547983420016","10.44547983420016","10.44547983420016","3170","3170","3170"
"310","10.966258061400367","10.966258061400367","10.966258061400367","3222","3222","3222"
"315","10.586109851799119","10.586109851799119","10.586109851799119","3274","3274","3274"
"320","10.140970110600028","10.140970110600028","10.140970110600028","3326","3326","3326"
"325","11.063127302999783","11.063127302999783","11.063127302999783","3378","3378","3378"
"330","11.467938943599801","11.467938943599801","11.467938943599801","3430","3430","3430"
"335","10.110904375200334","10.110904375200334","10.110904375200334","3482","3482","3482"
"340","10.483083672000067","10.483083672000067","10.483083672000067","3534","3534","3534"
"345","10.966646499600756","10.966646499600756","10.966646499600756","3586","3586","3586"
"350","10.493128601599892","10.493128601599892","10.493128601599892","3638","3638","3638"
"355","10.655128437400345","10.655128437400345","10.655128437400345","3690","3690","3690"
"360","11.17472520579904","11.17472520579904","11.17472520579904","3742","3742","3742"
"365","9.75270002060024","9.75270002060024","9.75270002060024","3794","3794","3794"
"370","10.017501503599487","10.017501503599487","10.017501503599487","3846","3846","3846"
"375","10.674723731399718","10.674723731399718","10.674723731399718","3898","3898","3898"
"380","10.658627723799146","10.658627723799146","10.658627723799146","3950","3950","3950"
"385","10.969428970400259","10.969428970400259","10.969428970400259","4002","4002","4002"
"390","10.56915614999889","10.56915614999889","10.56915614999889","4054","4054","4054"
"395","10.859154079000291","10.859154079000291","10.859154079000291","4106","4106","4106"
"400","10.325496500599547","10.325496500599547","10.325496500599547","4158","4158","4158"
"405","10.738596279400372","10.738596279400372","10.738596279400372","4210","4210","4210"
"410","10.582365243000094","10.582365243000094","10.582365243000094","4262","4262","4262"
"415","9.920557320199077","9.920557320199077","9.920557320199077","4314","4314","4314"
"420","9.77405140699957","9.77405140699957","9.77405140699957","4366","4366","4366"
"425","10.794267237799795","10.794267237799795","10.794267237799795","4418","4418","4418"
"430","11.067696844399325","11.067696844399325","11.067696844399325","4470","4470","4470"
"435","10.542372968999917","10.542372968999917","10.542372968999917","4522","4522","4522"
"440","9.969878709199474","9.969878709199474","9.969878709199474","4574","4574","4574"
"445","11.576383695199548","11.576383695199548","11.576383695199548","4626","4626","4626"
"450","10.008316847400057","10.008316847400057","10.008316847400057","4678","4678","4678"
"455","9.761252299800253","9.761252299800253","9.761252299800253","4730","4730","4730"
"460","10.05641658919958","10.05641658919958","10.05641658919958","4782","4782","4782"
"465","10.928767621999578","10.928767621999578","10.928767621999578","4834","4834","4834"
"470","11.89658173300013","11.89658173300013","11.89658173300013","4886","4886","4886"
"475","11.436480844999824","11.436480844999824","11.436480844999824","4938","4938","4938"
"480","10.520840753799712","10.520840753799712","10.520840753799712","4990","4990","4990"
"485","10.728077948799546","10.728077948799546","10.728077948799546","5042","5042","5042"
"490","10.826630848999411","10.826630848999411","10.826630848999411","5094","5094","5094"
"495","11.404716449000261","11.404716449000261","11.404716449000261","5146","5146","5146"
"500","10.457913855200605","10.457913855200605","10.457913855200605","5198","5198","5198"
"505","11.10632058559968","11.10632058559968","11.10632058559968","5250","5250","5250"
"510","10.097655754201332","10.097655754201332","10.097655754201332","5302","5302","5302"
"515","10.135284453000713","10.135284453000713","10.135284453000713","5354","5354","5354"
"520","11.275176168800318","11.275176168800318","11.275176168800318","5406","5406","5406"
"525","11.01378521919978","11.01378521919978","11.01378521919978","5458","5458","5458"
"530","10.487308714800019","10.487308714800019","10.487308714800019","5510","5510","5510"
"535","10.2971690366001","10.2971690366001","10.2971690366001","5562","5562","5562"
"540","10.533236155601116","10.533236155601116","10.533236155601116","5614","5614","5614"
"545","10.51881894079961","10.51881894079961","10.51881894079961","5666","5666","5666"
"550","11.523458879999817","11.523458879999817","11.523458879999817","5718","5718","5718"
"555","10.551930406800238","10.551930406800238","10.551930406800238","5770","5770","5770"
"560","10.941595339399646","10.941595339399646","10.941595339399646","5822","5822","5822"
"565","11.151752082400344","11.151752082400344","11.151752082400344","5874","5874","5874"
"570","10.49786993960006","10.49786993960006","10.49786993960006","5926","5926","5926"
"575","10.454380298400793","10.454380298400793","10.454380298400793","5978","5978","5978"
"580","11.030860727398977","11.030860727398977","11.030860727398977","6030","6030","6030"
"585","11.15771380059923","11.15771380059923","11.15771380059923","6082","6082","6082"
"590","10.614227746400138","10.614227746400138","10.614227746400138","6134","6134","6134"
"595","10.59407647099979","10.59407647099979","10.59407647099979","6186","6186","6186"
"600","10.867858977200012","10.867858977200012","10.867858977200012","6238","6238","6238"
"605","10.95045211479992","10.95045211479992","10.95045211479992","6290","6290","6290"
"610","10.98691505880015","10.98691505880015","10.98691505880015","6342","6342","6342"
"615","10.758959986799528","10.758959986799528","10.758959986799528","6394","6394","6394"
"620","10.91807688739973","10.91807688739973","10.91807688739973","6446","6446","6446"
"625","10.664634989400293","10.664634989400293","10.664634989400293","6498","6498","6498"
"630","10.097260123600062","10.097260123600062","10.097260123600062","6550","6550","6550"
"635","10.67872635760068","10.67872635760068","10.67872635760068","6602","6602","6602"
"640","11.04880074159919","11.04880074159919","11.04880074159919","6654","6654","6654"
"645","10.942553850599506","10.942553850599506","10.942553850599506","6706","6706","6706"
"650","10.125484898798822","10.125484898798822","10.125484898798822","6758","6758","6758"
"655","10.512502943800792","10.512502943800792","10.512502943800792","6810","6810","6810"
"660","10.012417746599748","10.012417746599748","10.012417746599748","6862","6862","6862"
"665","10.296582523399048","10.296582523399048","10.296582523399048","6914","6914","6914"
"670","10.57979857440041","10.57979857440041","10.57979857440041","6966","6966","6966"
"675","10.577157906000139","10.577157906000139","10.577157906000139","7018","7018","7018"
"680","12.095502180399853","12.095502180399853","12.095502180399853","7070","7070","7070"
"685","10.366300402599155","10.366300402599155","10.366300402599155","7122","7122","7122"
"690","11.321239736799544","11.321239736799544","11.321239736799544","7174","7174","7174"
"695","10.02145007079962","10.02145007079962","10.02145007079962","7226","7226","7226"
"700","10.503010738400553","10.503010738400553","10.503010738400553","7278","7278","7278"
"705","9.74910801660044","9.74910801660044","9.74910801660044","7330","7330","7330"
"710","11.315118846599944","11.315118846599944","11.315118846599944","7382","7382","7382"
"715","11.047956677600087","11.047956677600087","11.047956677600087","7434","7434","7434"
"720","10.107925211800103","10.107925211800103","10.107925211800103","7486","7486","7486"
"725","10.105481532001068","10.105481532001068","10.105481532001068","7538","7538","7538"
"730","11.039586653800143","11.039586653800143","11.039586653800143","7590","7590","7590"
"735","11.057894689599925","11.057894689599925","11.057894689599925","7642","7642","7642"
"740","10.61160933680003","10.61160933680003","10.61160933680003","7694","7694","7694"
"745","10.362725041799786","10.362725041799786","10.362725041799786","7746","7746","7746"
"750","11.43670646999999","11.43670646999999","11.43670646999999","7798","7798","7798"
"755","11.785300356199514","11.785300356199514","11.785300356199514","7850","7850","7850"
"760","10.782756200999938","10.782756200999938","10.782756200999938","7902","7902","7902"
"765","11.918138667198582","11.918138667198582","11.918138667198582","7954","7954","7954"
"770","11.804186125199703","11.804186125199703","11.804186125199703","8006","8006","8006"
"775","11.85040838120076","11.85040838120076","11.85040838120076","8058","8058","8058"
"780","11.584120004199576","11.584120004199576","11.584120004199576","8110","8110","8110"
"785","16.714651122000213","16.714651122000213","16.714651122000213","8162","8162","8162"
"790","10.44840234800031","10.44840234800031","10.44840234800031","8214","8214","8214"
"795","12.457245740200232","12.457245740200232","12.457245740200232","8266","8266","8266"
"800","10.660612377200597","10.660612377200597","10.660612377200597","8318","8318","8318"
"805","11.477057401999264","11.477057401999264","11.477057401999264","8370","8370","8370"
"810","10.900932673800344","10.900932673800344","10.900932673800344","8422","8422","8422"
"815","11.45753677260036","11.45753677260036","11.45753677260036","8474","8474","8474"
"820","10.72985271260004","10.72985271260004","10.72985271260004","8526","8526","8526"
"825","10.919670186599252","10.919670186599252","10.919670186599252","8578","8578","8578"
"830","11.089028334999966","11.089028334999966","11.089028334999966","8630","8630","8630"
"835","10.82401493919897","10.82401493919897","10.82401493919897","8682","8682","8682"
"840","10.74147565239873","10.74147565239873","10.74147565239873","8734","8734","8734"
"845","11.562380510000366","11.562380510000366","11.562380510000366","8786","8786","8786"
"850","10.887628047600447","10.887628047600447","10.887628047600447","8838","8838","8838"
"855","10.645640197600732","10.645640197600732","10.645640197600732","8890","8890","8890"
"860","10.328024244200424","10.328024244200424","10.328024244200424","8942","8942","8942"
"865","11.374750954400588","11.374750954400588","11.374750954400588","8994","8994","8994"
"870","10.37374470199975","10.37374470199975","10.37374470199975","9046","9046","9046"
"875","10.923573090600257","10.923573090600257","10.923573090600257","9098","9098","9098"
"880","10.281333188400458","10.281333188400458","10.281333188400458","9150","9150","9150"
"885","10.3719504814002","10.3719504814002","10.3719504814002","9202","9202","9202"
"890","11.90330622179972","11.90330622179972","11.90330622179972","9254","9254","9254"
"895","9.833969980600159","9.833969980600159","9.833969980600159","9306","9306","9306"
"900","11.149194187200191","11.149194187200191","11.149194187200191","9358","9358","9358"
"905","11.222237164200488","11.222237164200488","11.222237164200488","9410","9410","9410"
"910","10.249396693200106","10.249396693200106","10.249396693200106","9462","9462","9462"
"915","11.631118201000572","11.631118201000572","11.631118201000572","9514","9514","9514"
"920","10.863188928599993","10.863188928599993","10.863188928599993","9566","9566","9566"
"925","11.628123078199497","11.628123078199497","11.628123078199497","9618","9618","9618"
"930","11.86799578619939","11.86799578619939","11.86799578619939","9670","9670","9670"
"935","10.43083204100003","10.43083204100003","10.43083204100003","9722","9722","9722"
"940","11.458129215000008","11.458129215000008","11.458129215000008","9774","9774","9774"
"945","10.10915393499963","10.10915393499963","10.10915393499963","9826","9826","9826"
"950","12.230021669399866","12.230021669399866","12.230021669399866","9878","9878","9878"
"955","10.58945348279958","10.58945348279958","10.58945348279958","9930","9930","9930"
"960","9.98880450040051","9.98880450040051","9.98880450040051","9982","9982","9982"
"965","12.152223262400003","12.152223262400003","12.152223262400003","10034","10034","10034"
"970","11.017705140600446","11.017705140600446","11.017705140600446","10086","10086","10086"
"975","9.788518331600063","9.788518331600063","9.788518331600063","10138","10138","10138"
"980","10.756374297000002","10.756374297000002","10.756374297000002","10190","10190","10190"
"985","10.689577704600378","10.689577704600378","10.689577704600378","10242","10242","10242"
"990","10.318445293002151","10.318445293002151","10.318445293002151","10294","10294","10294"
"995","9.80930915880017","9.80930915880017","9.80930915880017","10346","10346","10346"
"1000","11.841221190999931","11.841221190999931","11.841221190999931","10398","10398","10398"
"1005","10.928734587399958","10.928734587399958","10.928734587399958","10450","10450","10450"
"1010","11.538761865798733","11.538761865798733","11.538761865798733","10502","10502","10502"
"1015","11.032497191000584","11.032497191000584","11.032497191000584","10554","10554","10554"
"1020","11.035710753799503","11.035710753799503","11.035710753799503","10606","10606","10606"
"1025","11.253403438199166","11.253403438199166","11.253403438199166","10658","10658","10658"
"1030","10.68740135380067","10.68740135380067","10.68740135380067","10710","10710","10710"
"1035","10.647366882201458","10.647366882201458","10.647366882201458","10762","10762","10762"
"1040","10.617707418400096","10.617707418400096","10.617707418400096","10814","10814","10814"
"1045","10.49941267519971","10.49941267519971","10.49941267519971","10866","10866","10866"
"1050","11.480441598600738","11.480441598600738","11.480441598600738","10918","10918","10918"
"1055","11.253100732199528","11.253100732199528","11.253100732199528","10970","10970","10970"
"1060","10.22143507159999","10.22143507159999","10.22143507159999","11022","11022","11022"
"1065","9.91314339939854","9.91314339939854","9.91314339939854","11074","11074","11074"
"1070","10.522874636200868","10.522874636200868","10.522874636200868","11126","11126","11126"
"1075","10.796658194600605","10.796658194600605","10.796658194600605","11178","11178","11178"
"1080","11.35112543320065","11.35112543320065","11.35112543320065","11230","11230","11230"
"1085","10.392231221000838","10.392231221000838","10.392231221000838","11282","11282","11282"
"1090","10.72700270100031","10.72700270100031","10.72700270100031","11334","11334","11334"
